total_reviews,pass_all_gates,fail_any_gate,pct_fail_any_gate,pct_fail_length_gate,pct_fail_ascii_gate,pct_fail_unique_gate,pct_fail_credible_gate,empty_shape_count,goat_shape_count,other_ineligible_count
70953644,69326879,1626765,2.29,1.71,0.04,0.07,2.19,1215269,4935,406561
